"","ppt","horse_name","length_description","origin","response","description","in_analysis"
"1204",23,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"1205",23,"Onyx Rune",7,"Created","4","Onyx Rune answered every question readily.","Yes"
"1206",23,"Blue Horizon",9,"Gemini","4","Blue Horizon raced without the cheekpieces.","Yes"
"1207",23,"Moss Relic",12,"Created","6","Moss Relic was always in the box seat under a cool ride.","Yes"
"1208",23,"Emerald",9,"Created","7","Emerald was a picture in running at 7 furlongs.","Yes"
"1209",23,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","Yes"
"1210",23,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"1211",23,"Oblique Runner",9,"Created","7","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1212",23,"Electric Stride",10,"Created","3","Electric Stride was by Miller and came widest, always holding.","Yes"
"1213",23,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1214",23,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"1215",23,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1216",23,"Bramble Halo",9,"Created","6","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1217",22,"Steady Fighter",9,"Created","7","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"1218",22,"Ruby Ash",9,"Created","5","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"1219",22,"Solar Flash",11,"Created","6","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1220",22,"Celestial Queen",10,"Created","8","Celestial Queen answered every call in a field of fillies.","Yes"
"1221",22,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"1222",22,"Emerald",9,"Created","8","Emerald was a picture in running at 7 furlongs.","Yes"
"1223",22,"Velvet Thunder",12,"Created","3","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"1224",22,"Wave Rider",9,"Created","6","Wave Rider broke hearts late after dropping in class.","Yes"
"1225",22,"Copper Legacy",8,"Created","5","Copper Legacy hung left in the turf course.","Yes"
"1226",22,"Moss Relic",12,"Created","4","Moss Relic was always in the box seat under a cool ride.","Yes"
"1227",22,"Bold Pride",9,"Created","6","Bold Pride was from a shrewd yard and cruising.","Yes"
"1228",22,"Lunar Charger",9,"Created","6","Lunar Charger was bred for trip and came cruising.","Yes"
"1229",22,"Onyx Rune",7,"Created","7","Onyx Rune answered every question readily.","Yes"
"1230",22,"Silent Eclipse",8,"Created","7","Silent Eclipse travelled into the dip, digging deep.","Yes"
"1231",22,"Green Dusk",11,"Created","5","Green Dusk had a shade snug in the sands last time.","Yes"
"1232",22,"Golden Tempest",7,"Created","6","Golden Tempest did mind the business end.","Yes"
"1233",22,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"1234",22,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"1235",22,"Brave Horizon",9,"Created","7","Brave Horizon had them stretched before the furlong pole.","Yes"
"1236",22,"Leeloo",12,"Created","8","Leeloo was on a string despite being collared in the closing stages.","Yes"
"1237",22,"Vanya",10,"Attheraces","8","Vanya reverted to the flat and the sand boded well.","Yes"
"1238",22,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"1239",22,"Flashfire",9,"Created","6","Flashfire had a line to the judge being covered.","Yes"
"1240",22,"Worthing",9,"Created","8","Worthing flowed in the turf course running in blinkers.","Yes"
"1241",22,"Urban Legend",11,"Created","8","Urban Legend was in the mix with a generous weight.","Yes"
"1242",22,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","Yes"
"1243",22,"Echo Fury",7,"Created","7","Echo Fury held under a tender ride.","Yes"
"1244",22,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"1245",22,"Gilded Lily",9,"Created","9","Gilded Lily charged to the line on the gallops.","Yes"
"1246",22,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","Yes"
"1247",22,"Windchaser",9,"Created","9","Windchaser had the edge without showing in the turfs.","Yes"
"1248",22,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","Yes"
"1249",22,"Lovelace",12,"Attheraces","7","Lovelace was first-time hooded and worked the oracle.","Yes"
"1250",22,"Bramble Halo",9,"Created","7","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1251",22,"Ticker Pike",6,"Created","8","Ticker Pike had it written beforehand.","Yes"
"1252",22,"Vladimir",12,"Attheraces","4","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"1253",22,"Dark Mirage",8,"Created","7","Dark Mirage found the seam with first-time blinkers.","Yes"
"1254",22,"Gallant Storm",11,"Created","6","Gallant Storm was out of a stager and sat box seat.","Yes"
"1255",22,"Scarlet Racer",12,"Created","7","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"1256",22,"Blue Horizon",9,"Gemini","5","Blue Horizon raced without the cheekpieces.","Yes"
"1257",22,"Crimson Eclipse",10,"Created","6","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"1258",22,"Skybreaker",10,"Created","9","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"1259",22,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","Yes"
"1260",22,"Stockman",13,"Attheraces","7","Stockman led them a merry dance after being pipped.","Yes"
"1261",22,"Royal Rebel",8,"Created","6","Royal Rebel was visored for the first time.","Yes"
"1262",22,"Diamond Hood",6,"Created","7","Diamond Hood found under minimal cajoling.","Yes"
"1263",22,"Silver Phantom",10,"Created","8","Silver Phantom heard the clock tick in the last furlong.","Yes"
"1264",22,"Black Ember",8,"Created","5","Black Ember had matters in safekeeping turning in.","Yes"
"1265",22,"Midnight Inferno",6,"Created","7","Midnight Inferno nursed it through gears.","Yes"
"1266",22,"Silversky",8,"Attheraces","6","Silversky began his handicap career last time out.","Yes"
"1267",22,"Flint Sonata",13,"Created","8","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"1268",22,"Oblique Runner",9,"Created","8","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1269",22,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","Yes"
"1270",22,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","Yes"
"1271",22,"Lightning Monarch",10,"Created","8","Lightning Monarch settled his own sums in the turf course.","Yes"
"1272",22,"Swift Valor",9,"Created","7","Swift Valor went through the bridle approaching the pole.","Yes"
"1273",22,"Star Dust",11,"Created","8","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1274",22,"Estragon",11,"Attheraces","9","Estragon was left-handed and secured a hat-trick.","Yes"
"1275",22,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1276",22,"Electric Stride",10,"Created","7","Electric Stride was by Miller and came widest, always holding.","Yes"
"1277",22,"Saffron Crest",9,"Created","9","Saffron Crest was bred stout and asserted without stick.","Yes"
"1278",22,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"1279",22,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"1280",22,"Port Louis",13,"Attheraces","9","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"1281",21,"Blue Horizon",9,"Gemini","2","Blue Horizon raced without the cheekpieces.","Yes"
"1282",21,"Solar Flash",11,"Created","6","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1283",21,"Flint Sonata",13,"Created","2","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"1284",21,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"1285",21,"Silver Phantom",10,"Created","5","Silver Phantom heard the clock tick in the last furlong.","Yes"
"1286",21,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","Yes"
"1287",21,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1288",21,"Gallant Storm",11,"Created","2","Gallant Storm was out of a stager and sat box seat.","Yes"
"1289",21,"Saffron Crest",9,"Created","5","Saffron Crest was bred stout and asserted without stick.","Yes"
"1290",21,"Diamond Hood",6,"Created","6","Diamond Hood found under minimal cajoling.","Yes"
"1291",21,"Lunar Charger",9,"Created","8","Lunar Charger was bred for trip and came cruising.","Yes"
"1292",21,"Red Meridian",8,"Created","4","Red Meridian caught the eye at the flats.","Yes"
"1293",21,"Ticker Pike",6,"Created","6","Ticker Pike had it written beforehand.","Yes"
"1294",21,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"1295",21,"Velvet Thunder",12,"Created","4","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"1296",21,"Blue Blaze",9,"Created","7","Blue Blaze hit the rising ground on the steel.","Yes"
"1297",21,"Lovelace",12,"Attheraces","3","Lovelace was first-time hooded and worked the oracle.","Yes"
"1298",21,"Echo Fury",7,"Created","3","Echo Fury held under a tender ride.","Yes"
"1299",21,"Dark Mirage",8,"Created","6","Dark Mirage found the seam with first-time blinkers.","Yes"
"1300",21,"Steady Fighter",9,"Created","4","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"1301",21,"Brave Horizon",9,"Created","6","Brave Horizon had them stretched before the furlong pole.","Yes"
"1302",21,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"1303",21,"Worthing",9,"Created","5","Worthing flowed in the turf course running in blinkers.","Yes"
"1304",21,"Nightfall",8,"Created","4","Nightfall proved over the trip after running green.","Yes"
"1305",21,"Comet Stride",7,"Created","4","Comet Stride had claimer and came widest.","Yes"
"1306",21,"Lightning Monarch",10,"Created","5","Lightning Monarch settled his own sums in the turf course.","Yes"
"1307",21,"Leeloo",12,"Created","5","Leeloo was on a string despite being collared in the closing stages.","Yes"
"1308",21,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"1309",21,"Midnight Inferno",6,"Created","7","Midnight Inferno nursed it through gears.","Yes"
"1310",21,"Oblique Runner",9,"Created","5","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1311",21,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"1312",21,"Indigo Marc",9,"Created","7","Indigo Marc found another leg in the last furlong.","Yes"
"1313",21,"Bramble Halo",9,"Created","6","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1314",21,"Gilded Lily",9,"Created","9","Gilded Lily charged to the line on the gallops.","Yes"
"1315",21,"Wave Rider",9,"Created","2","Wave Rider broke hearts late after dropping in class.","Yes"
"1316",21,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"1317",21,"Golden Tempest",7,"Created","5","Golden Tempest did mind the business end.","Yes"
"1318",21,"Scarlet Racer",12,"Created","6","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"1319",21,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","Yes"
"1320",21,"Green Dusk",11,"Created","5","Green Dusk had a shade snug in the sands last time.","Yes"
"1321",21,"Vladimir",12,"Attheraces","7","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"1322",21,"Desert Flower",9,"Created","4","Desert Flower ran in snatches, still on the bridle.","Yes"
"1323",21,"Copper Legacy",8,"Created","4","Copper Legacy hung left in the turf course.","Yes"
"1324",21,"Royal Rebel",8,"Created","4","Royal Rebel was visored for the first time.","Yes"
"1325",21,"Crystal Frontier",6,"Created","3","Crystal Frontier settled well in midfield.","Yes"
"1326",21,"Estragon",11,"Attheraces","9","Estragon was left-handed and secured a hat-trick.","Yes"
"1327",21,"Black Ember",8,"Created","4","Black Ember had matters in safekeeping turning in.","Yes"
"1328",21,"Vanya",10,"Attheraces","5","Vanya reverted to the flat and the sand boded well.","Yes"
"1329",21,"Onyx Rune",7,"Created","8","Onyx Rune answered every question readily.","Yes"
"1330",21,"Emerald",9,"Created","8","Emerald was a picture in running at 7 furlongs.","Yes"
"1331",21,"Silent Eclipse",8,"Created","6","Silent Eclipse travelled into the dip, digging deep.","Yes"
"1332",21,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"1333",21,"Urban Legend",11,"Created","8","Urban Legend was in the mix with a generous weight.","Yes"
"1334",21,"Moss Relic",12,"Created","5","Moss Relic was always in the box seat under a cool ride.","Yes"
"1335",21,"Electric Stride",10,"Created","4","Electric Stride was by Miller and came widest, always holding.","Yes"
"1336",21,"Ruby Ash",9,"Created","4","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"1337",21,"Bold Pride",9,"Created","8","Bold Pride was from a shrewd yard and cruising.","Yes"
"1338",21,"Silversky",8,"Attheraces","4","Silversky began his handicap career last time out.","Yes"
"1339",21,"Stockman",13,"Attheraces","6","Stockman led them a merry dance after being pipped.","Yes"
"1340",21,"Crimson Eclipse",10,"Created","6","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"1341",21,"Flashfire",9,"Created","6","Flashfire had a line to the judge being covered.","Yes"
"1342",21,"Swift Valor",9,"Created","7","Swift Valor went through the bridle approaching the pole.","Yes"
"1343",21,"Star Dust",11,"Created","6","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1344",21,"Celestial Queen",10,"Created","7","Celestial Queen answered every call in a field of fillies.","Yes"
"1345",20,"Emerald",9,"Created","6","Emerald was a picture in running at 7 furlongs.","No"
"1346",20,"Blue Blaze",9,"Created","7","Blue Blaze hit the rising ground on the steel.","No"
"1347",20,"Urban Legend",11,"Created","4","Urban Legend was in the mix with a generous weight.","No"
"1348",20,"Brave Horizon",9,"Created","7","Brave Horizon had them stretched before the furlong pole.","No"
"1349",20,"Silversky",8,"Attheraces","3","Silversky began his handicap career last time out.","No"
"1350",20,"Vanya",10,"Attheraces","4","Vanya reverted to the flat and the sand boded well.","No"
"1351",20,"Karerin",11,"Attheraces","4","Karenin was placed and took it to the wire.","No"
"1352",20,"Leeloo",12,"Created","5","Leeloo was on a string despite being collared in the closing stages.","No"
"1353",20,"Oblique Runner",9,"Created","6","Oblique Runner switched yards, hitting rising ground on steel.","No"
"1354",20,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","No"
"1355",20,"Black Ember",8,"Created","6","Black Ember had matters in safekeeping turning in.","No"
"1356",20,"Onyx Rune",7,"Created","4","Onyx Rune answered every question readily.","No"
"1357",20,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","No"
"1358",20,"Electric Stride",10,"Created","5","Electric Stride was by Miller and came widest, always holding.","No"
"1359",20,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","No"
"1360",20,"Echo Fury",7,"Created","6","Echo Fury held under a tender ride.","No"
"1361",20,"Ruby Ash",9,"Created","4","Ruby Ash had a stripped fitter for the reappearance.","No"
"1362",20,"Estragon",11,"Attheraces","6","Estragon was left-handed and secured a hat-trick.","No"
"1363",20,"Nimbus Crest",12,"Created","4","Nimbus Crest is a sharp sire who settled and saw it out.","No"
"1364",20,"Crimson Eclipse",10,"Created","6","Crimson Eclipse was from an in-from yard and always covered.","No"
"1365",20,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","No"
"1366",20,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","No"
"1367",20,"Saffron Crest",9,"Created","6","Saffron Crest was bred stout and asserted without stick.","No"
"1368",20,"Summer Breeze",9,"Created","6","Summer Breeze ran with credit with a tongue-tie fitted.","No"
"1369",20,"Royal Rebel",8,"Created","4","Royal Rebel was visored for the first time.","No"
"1370",20,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","No"
"1371",20,"Green Dusk",11,"Created","4","Green Dusk had a shade snug in the sands last time.","No"
"1372",20,"Lunar Charger",9,"Created","6","Lunar Charger was bred for trip and came cruising.","No"
"1373",20,"Ticker Pike",6,"Created","6","Ticker Pike had it written beforehand.","No"
"1374",20,"Dark Mirage",8,"Created","4","Dark Mirage found the seam with first-time blinkers.","No"
"1375",20,"Velvet Thunder",12,"Created","4","Velvet Thunder held up in rear, the drop in trip should suit.","No"
"1376",20,"Worthing",9,"Created","7","Worthing flowed in the turf course running in blinkers.","No"
"1377",20,"Midnight Inferno",6,"Created","6","Midnight Inferno nursed it through gears.","No"
"1378",20,"Lovelace",12,"Attheraces","6","Lovelace was first-time hooded and worked the oracle.","No"
"1379",20,"Bramble Halo",9,"Created","5","Bramble Hallo was known for sitting handy and traveling.","No"
"1380",20,"Silver Phantom",10,"Created","4","Silver Phantom heard the clock tick in the last furlong.","No"
"1381",20,"Steady Fighter",9,"Created","4","Steady Fighter had afterburners, scrambling home the last furlong.","No"
"1382",20,"Diamond Hood",6,"Created","4","Diamond Hood found under minimal cajoling.","No"
"1383",20,"Neon Charger",9,"Created","3","Neon Charger was let in lightly on prior evidence.","No"
"1384",20,"Stockman",13,"Attheraces","6","Stockman led them a merry dance after being pipped.","No"
"1385",20,"Golden Tempest",7,"Created","4","Golden Tempest did mind the business end.","No"
"1386",20,"Crystal Frontier",6,"Created","7","Crystal Frontier settled well in midfield.","No"
"1387",20,"Lightning Monarch",10,"Created","4","Lightning Monarch settled his own sums in the turf course.","No"
"1388",20,"Solar Flash",11,"Created","6","Solar Flash had a bit to spare in a quiet sit.","No"
"1389",20,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","No"
"1390",20,"Flint Sonata",13,"Created","6","Flint Sonata, wind op, had been suited by the cut in the ground.","No"
"1391",20,"Blue Horizon",9,"Gemini","2","Blue Horizon raced without the cheekpieces.","No"
"1392",20,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","No"
"1393",20,"Pale Corsair",7,"Created","4","Pale Corsair found plenty off the bridle.","No"
"1394",20,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","No"
"1395",20,"Copper Legacy",8,"Created","4","Copper Legacy hung left in the turf course.","No"
"1396",20,"Vladimir",12,"Attheraces","6","Vladimir was narrowly beaten in a fair maiden on the turf course.","No"
"1397",20,"Moss Relic",12,"Created","4","Moss Relic was always in the box seat under a cool ride.","No"
"1398",20,"Bold Pride",9,"Created","6","Bold Pride was from a shrewd yard and cruising.","No"
"1399",20,"Silent Eclipse",8,"Created","2","Silent Eclipse travelled into the dip, digging deep.","No"
"1400",20,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","No"
"1401",20,"Flashfire",9,"Created","6","Flashfire had a line to the judge being covered.","No"
"1402",20,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","No"
"1403",20,"Scarlet Racer",12,"Created","7","Scarlet Racer was a yard in form and picked up once angled.","No"
"1404",20,"Swift Valor",9,"Created","4","Swift Valor went through the bridle approaching the pole.","No"
"1405",20,"Nightfall",8,"Created","6","Nightfall proved over the trip after running green.","No"
"1406",20,"Gallant Storm",11,"Created","4","Gallant Storm was out of a stager and sat box seat.","No"
"1407",20,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","No"
"1408",20,"Celestial Queen",10,"Created","6","Celestial Queen answered every call in a field of fillies.","No"
"1409",19,"Wave Rider",9,"Created","6","Wave Rider broke hearts late after dropping in class.","Yes"
"1410",19,"Vladimir",12,"Attheraces","7","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"1411",19,"Midnight Inferno",6,"Created","8","Midnight Inferno nursed it through gears.","Yes"
"1412",19,"Saffron Crest",9,"Created","9","Saffron Crest was bred stout and asserted without stick.","Yes"
"1413",19,"Nimbus Crest",12,"Created","10","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"1414",19,"Electric Stride",10,"Created","9","Electric Stride was by Miller and came widest, always holding.","Yes"
"1415",19,"Summer Breeze",9,"Created","8","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"1416",19,"Blue Horizon",9,"Gemini","5","Blue Horizon raced without the cheekpieces.","Yes"
"1417",19,"Green Dusk",11,"Created","6","Green Dusk had a shade snug in the sands last time.","Yes"
"1418",19,"Lightning Monarch",10,"Created","6","Lightning Monarch settled his own sums in the turf course.","Yes"
"1419",19,"Oblique Runner",9,"Created","7","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"1420",19,"Scarlet Racer",12,"Created","8","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"1421",19,"Crystal Frontier",6,"Created","7","Crystal Frontier settled well in midfield.","Yes"
"1422",19,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","Yes"
"1423",19,"Velvet Thunder",12,"Created","4","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"1424",19,"Ticker Pike",6,"Created","8","Ticker Pike had it written beforehand.","Yes"
"1425",19,"Flashfire",9,"Created","8","Flashfire had a line to the judge being covered.","Yes"
"1426",19,"Red Meridian",8,"Created","7","Red Meridian caught the eye at the flats.","Yes"
"1427",19,"Moss Relic",12,"Created","7","Moss Relic was always in the box seat under a cool ride.","Yes"
"1428",19,"Indigo Marc",9,"Created","7","Indigo Marc found another leg in the last furlong.","Yes"
"1429",19,"Emerald",9,"Created","8","Emerald was a picture in running at 7 furlongs.","Yes"
"1430",19,"Desert Flower",9,"Created","7","Desert Flower ran in snatches, still on the bridle.","Yes"
"1431",19,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","Yes"
"1432",19,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","Yes"
"1433",19,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"1434",19,"Echo Fury",7,"Created","6","Echo Fury held under a tender ride.","Yes"
"1435",19,"Neon Charger",9,"Created","5","Neon Charger was let in lightly on prior evidence.","Yes"
"1436",19,"Urban Legend",11,"Created","7","Urban Legend was in the mix with a generous weight.","Yes"
"1437",19,"Swift Valor",9,"Created","8","Swift Valor went through the bridle approaching the pole.","Yes"
"1438",19,"Onyx Rune",7,"Created","10","Onyx Rune answered every question readily.","Yes"
"1439",19,"Bramble Halo",9,"Created","8","Bramble Hallo was known for sitting handy and traveling.","Yes"
"1440",19,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"1441",19,"Stockman",13,"Attheraces","7","Stockman led them a merry dance after being pipped.","Yes"
"1442",19,"Ruby Ash",9,"Created","6","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"1443",19,"Dark Mirage",8,"Created","7","Dark Mirage found the seam with first-time blinkers.","Yes"
"1444",19,"Gallant Storm",11,"Created","7","Gallant Storm was out of a stager and sat box seat.","Yes"
"1445",19,"Black Ember",8,"Created","8","Black Ember had matters in safekeeping turning in.","Yes"
"1446",19,"Worthing",9,"Created","7","Worthing flowed in the turf course running in blinkers.","Yes"
"1447",19,"Silversky",8,"Attheraces","3","Silversky began his handicap career last time out.","Yes"
"1448",19,"Silent Eclipse",8,"Created","6","Silent Eclipse travelled into the dip, digging deep.","Yes"
"1449",19,"Karerin",11,"Attheraces","7","Karenin was placed and took it to the wire.","Yes"
"1450",19,"Golden Tempest",7,"Created","5","Golden Tempest did mind the business end.","Yes"
"1451",19,"Estragon",11,"Attheraces","6","Estragon was left-handed and secured a hat-trick.","Yes"
"1452",19,"Port Louis",13,"Attheraces","6","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"1453",19,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"1454",19,"Copper Legacy",8,"Created","6","Copper Legacy hung left in the turf course.","Yes"
"1455",19,"Royal Rebel",8,"Created","6","Royal Rebel was visored for the first time.","Yes"
"1456",19,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"1457",19,"Diamond Hood",6,"Created","7","Diamond Hood found under minimal cajoling.","Yes"
"1458",19,"Leeloo",12,"Created","7","Leeloo was on a string despite being collared in the closing stages.","Yes"
"1459",19,"Flint Sonata",13,"Created","4","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"1460",19,"Silver Phantom",10,"Created","4","Silver Phantom heard the clock tick in the last furlong.","Yes"
"1461",19,"Skybreaker",10,"Created","7","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"1462",19,"Vanya",10,"Attheraces","7","Vanya reverted to the flat and the sand boded well.","Yes"
"1463",19,"Bold Pride",9,"Created","7","Bold Pride was from a shrewd yard and cruising.","Yes"
"1464",19,"Crimson Eclipse",10,"Created","6","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"1465",19,"Lunar Charger",9,"Created","7","Lunar Charger was bred for trip and came cruising.","Yes"
"1466",19,"Lovelace",12,"Attheraces","8","Lovelace was first-time hooded and worked the oracle.","Yes"
"1467",19,"Brave Horizon",9,"Created","8","Brave Horizon had them stretched before the furlong pole.","Yes"
"1468",19,"Celestial Queen",10,"Created","9","Celestial Queen answered every call in a field of fillies.","Yes"
"1469",19,"Auric Vale",9,"Created","8","Auric Vale took the measure in first-time hood.","Yes"
"1470",19,"Steady Fighter",9,"Created","8","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"1471",19,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1472",19,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","Yes"
"1473",18,"Crimson Eclipse",10,"Created","7","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"1474",18,"Nightfall",8,"Created","6","Nightfall proved over the trip after running green.","Yes"
"1475",18,"Celestial Queen",10,"Created","8","Celestial Queen answered every call in a field of fillies.","Yes"
"1476",18,"Blue Blaze",9,"Created","9","Blue Blaze hit the rising ground on the steel.","Yes"
"1477",18,"Golden Tempest",7,"Created","7","Golden Tempest did mind the business end.","Yes"
"1478",18,"Desert Flower",9,"Created","4","Desert Flower ran in snatches, still on the bridle.","Yes"
"1479",18,"Pale Corsair",7,"Created","8","Pale Corsair found plenty off the bridle.","Yes"
"1480",18,"Estragon",11,"Attheraces","9","Estragon was left-handed and secured a hat-trick.","Yes"
"1481",18,"Emerald",9,"Created","8","Emerald was a picture in running at 7 furlongs.","Yes"
"1482",18,"Ticker Pike",6,"Created","10","Ticker Pike had it written beforehand.","Yes"
"1483",18,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"1484",18,"Dark Mirage",8,"Created","8","Dark Mirage found the seam with first-time blinkers.","Yes"
"1485",18,"Worthing",9,"Created","8","Worthing flowed in the turf course running in blinkers.","Yes"
"1486",18,"Onyx Rune",7,"Created","8","Onyx Rune answered every question readily.","Yes"
"1487",18,"Echo Fury",7,"Created","8","Echo Fury held under a tender ride.","Yes"
"1488",18,"Gallant Storm",11,"Created","7","Gallant Storm was out of a stager and sat box seat.","Yes"
"1489",18,"Copper Legacy",8,"Created","5","Copper Legacy hung left in the turf course.","Yes"
"1490",18,"Electric Stride",10,"Created","7","Electric Stride was by Miller and came widest, always holding.","Yes"
"1491",18,"Indigo Marc",9,"Created","8","Indigo Marc found another leg in the last furlong.","Yes"
"1492",18,"Lunar Charger",9,"Created","9","Lunar Charger was bred for trip and came cruising.","Yes"
"1493",18,"Moss Relic",12,"Created","9","Moss Relic was always in the box seat under a cool ride.","Yes"
"1494",18,"Auric Vale",9,"Created","8","Auric Vale took the measure in first-time hood.","Yes"
"1495",18,"Midnight Inferno",6,"Created","6","Midnight Inferno nursed it through gears.","Yes"
"1496",18,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"1497",18,"Lightning Monarch",10,"Created","9","Lightning Monarch settled his own sums in the turf course.","Yes"
"1498",18,"Wave Rider",9,"Created","9","Wave Rider broke hearts late after dropping in class.","Yes"
